Cluster;RA_ICRS;DE_ICRS;dist;e_dist;age;e_age;FeH;e_FeH;Av;e_Av;Nc;alpha_high_int;alpha_high_er_int;alpha_low_int;alpha_low_er_int;Mc_int;Mc_er_int;offset_int;offset_er_int;mass_total;e_mass_total;bin_frac;average_ratio;str_average_ratio;segr_ratio;segr_ratio_std;mass_seg;mass_seg_pval
NGC_5281;206.6138;-62.9113;1.461;0.023;7.802;0.091;-0.028;0.055;1.031;0.026;161;-0.92049;0.1547;1.93676;0.21297;-0.04536;0.02877;1.60501;0.05595;423;84;0.42857;0.61318;0.25934;1.22938;1.18473;0.31208;0.0011
NGC_5288;207.1877;-64.676;2.287;0.075;8.588;0.347;0.094;0.055;1.705;0.138;160;-0.88529;0.49794;1.46706;0.28227;0.05258;0.0637;1.64111;0.12714;475;95;0.6125;0.61564;0.26656;1.00608;1.40676;0.24585;0.09478
NGC_5316;208.5673;-61.8939;1.395;0.023;8.138;0.186;0.052;0.053;1.133;0.062;183;-1.30957;0.24794;1.98564;0.2762;-0.08275;0.03236;1.61174;0.06322;453;90;0.49727;0.60089;0.28286;0.9101;3.65084;0.20413;0.04118
NGC_5460;211.8213;-48.3071;0.707;0.003;8.249;0.16;-0.052;0.033;0.475;0.073;209;-1.23584;0.27117;1.47674;0.22142;-0.16025;0.04107;1.56072;0.05794;379;75;0.48804;0.5447;0.24035;1.3582;3.08845;0.27059;0.00113
NGC_559;22.3808;63.2964;2.353;0.041;8.757;0.037;-0.095;0.034;2.214;0.036;750;-1.7724;0.4149;1.95066;0.18986;0.03376;0.02561;2.19367;0.08734;1949;389;0.70667;0.70598;0.25392;1.47722;4.09456;0.15556;0.00317
NGC_5593;216.4261;-54.8009;1.002;0.012;8.297;0.076;-0.011;0.053;0.916;0.065;114;-2.0602;0.40257;2.11529;0.31924;-0.0851;0.02976;1.41171;0.07053;245;49;0.58772;0.60257;0.22785;1.18535;1.95029;0.22876;0.08654
NGC_5662;218.755;-56.6328;0.749;0.004;8.074;0.176;-0.021;0.034;1.116;0.047;345;-1.30329;0.13488;2.2044;0.208;-0.12895;0.0202;1.74366;0.03207;658;131;0.50145;0.56865;0.24059;1.11748;3.31103;0.14791;0.04029
NGC_5715;220.8744;-57.58;1.919;0.059;8.676;0.104;0.155;0.033;2.118;0.071;305;-1.0422;0.37989;1.72025;0.20831;0.02596;0.03932;1.86118;0.09058;927;185;0.69508;0.65775;0.27109;1.32001;2.734;0.29888;0.00017
NGC_5749;222.1659;-54.5278;1.071;0.011;8.122;0.059;0.027;0.061;1.176;0.044;123;-1.8903;0.51262;1.35363;0.3376;-0.02916;0.05261;1.51118;0.11612;276;55;0.55285;0.53725;0.27429;1.38042;2.28212;0.26984;0.01762
NGC_581;23.342;60.6613;2.329;0.045;7.822;0.184;-0.078;0.058;1.407;0.031;264;-1.48282;0.22773;1.72848;0.23014;0.00866;0.03048;1.84406;0.06918;715;143;0.69697;0.59937;0.25953;1.56226;2.36611;0.26986;0.00275
NGC_5999;238.0485;-56.4836;2.294;0.081;8.213;0.204;0.135;0.051;1.944;0.045;428;-1.67784;0.34094;1.54264;0.16133;0.16506;0.02778;2.22614;0.1171;1203;240;0.59579;0.58305;0.24764;1.53405;1.07816;0.2505;0.13618
NGC_6025;240.7343;-60.4253;0.753;0.003;8.173;0.078;-0.001;0.017;0.69;0.031;391;-1.52889;0.15729;2.10228;0.1697;-0.16404;0.01775;1.67065;0.03302;575;115;0.41688;0.52982;0.25414;1.32795;3.28086;0.25243;1e-05
NGC_6031;241.8985;-54.0109;1.705;0.03;7.705;0.202;0.137;0.063;1.632;0.054;178;-2.01421;0.43241;1.23152;0.24166;0.07663;0.04243;1.83899;0.12472;527;105;0.61236;0.56937;0.28476;1.13494;1.00919;0.27495;0.00323
NGC_6087;244.7276;-57.9032;0.924;0.014;8.192;0.083;-0.118;0.077;0.704;0.027;350;-1.32362;0.20505;1.97585;0.21805;-0.15729;0.02691;1.70212;0.04749;668;133;0.63714;0.58592;0.23055;1.30433;3.68403;0.2126;0.00073
NGC_6134;246.9768;-49.1779;1.078;0.009;9.096;0.024;0.025;0.029;1.3;0.037;945;-1.82449;0.51621;1.8475;0.18837;-0.03244;0.02862;2.138;0.07678;1912;382;0.50794;0.63658;0.26008;1.34188;3.7676;0.22777;0.0
NGC_6152;248.2352;-52.6212;1.534;0.026;8.309;0.098;0.04;0.027;1.283;0.045;563;-1.51321;0.30212;2.0217;0.23307;-0.06479;0.03056;1.94939;0.07092;1228;245;0.57194;0.58528;0.2535;1.41574;5.11188;0.25871;0.0
NGC_6178;248.9343;-45.6412;0.849;0.018;7.123;0.068;0.026;0.085;0.868;0.096;67;-1.306;0.26571;1.8609;0.41839;-0.16844;0.04336;1.15678;0.07196;122;24;0.43284;0.63295;0.24948;1.22102;0.9311;0.2441;0.23194
NGC_6192;250.0801;-43.3605;1.553;0.03;7.677;0.234;0.14;0.05;2.222;0.059;716;-1.96401;0.24318;1.70703;0.14544;0.07005;0.02196;2.26743;0.08085;1840;368;0.58799;0.6224;0.2518;1.06988;2.78029;0.228;0.0
NGC_6204;251.5269;-47.0291;1.129;0.016;8.013;0.073;0.07;0.029;1.523;0.024;299;-1.89852;0.32159;1.71246;0.22052;-0.01122;0.02886;1.85511;0.07934;628;125;0.55184;0.60121;0.24308;1.16831;1.29265;0.18563;0.01096
NGC_6208;252.3041;-53.7083;1.142;0.009;9.269;0.023;-0.228;0.04;1.082;0.067;452;-0.35769;0.5176;1.65804;0.20101;-0.10938;0.05698;1.89114;0.05391;1689;337;0.61726;0.58094;0.27086;1.70331;4.04134;0.30611;0.0
NGC_6242;253.8436;-39.4726;1.219;0.016;7.833;0.086;0.126;0.041;1.374;0.024;757;-1.7084;0.18678;1.70669;0.15657;-0.046;0.0216;2.04861;0.048;1529;305;0.48217;0.5295;0.26122;1.13987;2.30865;0.19888;0.0
NGC_6249;254.4574;-44.8141;1.144;0.012;7.346;0.042;0.076;0.06;1.57;0.06;91;-1.3026;0.29931;1.62164;0.3127;0.01013;0.04641;1.54992;0.10201;297;59;0.63736;0.5342;0.25391;1.18993;1.07278;0.25628;0.11637
NGC_6253;254.78;-52.7072;1.594;0.023;9.525;0.014;0.036;0.055;1.036;0.055;615;-0.0;1.48965;1.76381;0.14907;0.04027;0.06347;2.06033;0.15725;2861;572;0.64228;0.64765;0.25099;1.09202;1.32996;0.08163;0.28545
NGC_6268;255.5168;-39.7014;1.409;0.023;8.343;0.052;-0.044;0.045;1.562;0.05;230;-1.17757;0.2834;2.29396;0.31939;-0.01436;0.0318;1.78096;0.07442;536;107;0.46957;0.58549;0.21664;1.143;1.81216;0.2083;0.02016
NGC_637;25.7742;64.0411;2.316;0.088;7.265;0.054;-0.003;0.048;1.962;0.027;123;-1.17749;0.28176;1.22098;0.28782;0.12575;0.06157;1.68303;0.121;430;86;0.53659;0.61877;0.2619;0.66004;1.13935;0.2735;0.70242
NGC_6425;266.7017;-31.4717;0.969;0.011;8.712;0.024;0.05;0.059;1.094;0.07;216;-1.29787;0.39139;2.35571;0.36157;-0.11723;0.03554;1.60539;0.06771;415;83;0.43519;0.58335;0.24252;1.25217;2.23767;0.31321;4e-05
NGC_6444;267.4126;-34.8178;1.638;0.087;8.451;0.383;0.188;0.065;1.616;0.148;193;-0.77524;0.38592;1.58818;0.22748;0.11135;0.04847;1.77579;0.1206;630;126;0.53368;0.60659;0.24835;1.19713;2.40235;0.37126;0.00803
NGC_6475;268.4215;-34.8721;0.273;0.0;8.667;0.0;0.114;0.0;0.204;0.0;595;-1.19323;0.27701;1.59289;0.27233;-0.2;0.03965;1.86536;0.0487;791;158;0.42689;0.56471;0.24494;1.1541;1.48798;0.15288;0.00397
NGC_6520;270.8547;-27.8821;1.572;0.064;7.937;0.304;0.162;0.069;1.337;0.066;185;-1.22934;0.25913;2.00461;0.28871;0.06791;0.03439;1.82047;0.08785;555;111;0.63243;0.65739;0.25313;1.33818;0.61712;0.34091;0.02381
NGC_6568;273.2109;-21.6117;1.019;0.008;8.891;0.025;0.151;0.041;0.828;0.062;315;-0.89035;0.31898;2.13329;0.2794;-0.12055;0.03616;1.76614;0.05371;784;156;0.59048;0.64122;0.24878;1.1911;2.66333;0.24571;0.00013
NGC_659;26.1019;60.6713;2.634;0.058;7.374;0.089;-0.083;0.055;2.174;0.047;270;-1.34625;0.23615;1.30519;0.19572;0.11538;0.04221;1.94043;0.09872;1094;218;0.54074;0.60345;0.28156;1.07264;2.73652;0.16327;0.52649
NGC_6604;274.5254;-12.2434;1.935;0.037;6.809;0.057;0.103;0.077;2.881;0.037;152;-1.13513;0.13389;2.32708;0.38756;0.04007;0.03607;1.74716;0.06115;871;174;0.73684;0.76381;0.20726;;;0.26905;0.33846
NGC_6633;276.865;6.6414;0.391;0.002;8.901;0.175;-0.117;0.043;0.549;0.238;278;-1.54609;0.63417;0.98941;0.17689;-0.01796;0.05699;1.84673;0.11982;512;102;0.70863;0.67544;0.22046;1.10947;2.23366;0.14728;0.10059
NGC_6694;281.3173;-9.3785;1.675;0.037;8.001;0.159;0.173;0.024;1.892;0.029;513;-1.63935;0.34161;1.694;0.22347;0.02036;0.03573;2.02296;0.10202;1208;241;0.49708;0.52754;0.26662;1.40171;3.00303;0.32857;0.0
NGC_6709;282.8393;10.3438;1.043;0.006;8.197;0.049;0.047;0.021;1.082;0.023;377;-1.8278;0.24921;2.15511;0.22734;-0.08311;0.02222;1.81381;0.05113;679;135;0.50398;0.52725;0.22741;1.27143;3.16968;0.2379;4e-05
NGC_6728;284.7119;-8.9423;1.699;0.021;8.762;0.041;0.122;0.049;0.876;0.092;511;-2.02238;0.47512;1.82558;0.22051;0.00075;0.02933;1.9889;0.09355;1170;234;0.49315;0.60354;0.25556;1.45218;5.67041;0.36157;0.0
NGC_6793;290.8032;22.1722;0.583;0.002;8.517;0.169;0.126;0.053;1.17;0.057;250;-2.00735;0.36041;1.75969;0.20602;-0.1034;0.02658;1.64492;0.05422;409;81;0.484;0.58213;0.25535;1.27488;3.10366;0.26181;0.00057
NGC_6811;294.3895;46.3864;1.107;0.007;9.003;0.012;-0.021;0.025;0.255;0.042;363;-1.36598;0.54;1.74331;0.24628;-0.06964;0.04257;1.80282;0.08242;646;129;0.45455;0.60109;0.27798;1.60368;4.83898;0.27829;0.0
NGC_6830;297.7246;23.0977;2.024;0.046;7.722;0.212;0.159;0.018;1.857;0.034;263;-1.72902;0.28269;1.52187;0.19407;0.09068;0.03073;1.98802;0.09665;699;139;0.57795;0.62924;0.27469;1.04508;1.77441;0.33109;0.00038
NGC_6866;300.9715;44.1596;1.377;0.021;8.892;0.031;0.063;0.064;0.514;0.078;229;-1.69262;0.52537;1.92816;0.2301;0.02125;0.03016;1.79672;0.10175;449;89;0.41921;0.64015;0.24134;1.32361;2.52605;0.32696;1e-05
NGC_6910;305.7806;40.7493;1.64;0.031;6.989;0.04;-0.03;0.039;3.311;0.101;422;-1.65362;0.14649;2.10512;0.22614;0.08793;0.02149;2.05662;0.05999;1528;305;0.74408;0.79062;0.21813;;;0.26748;0.04936
NGC_6913;305.8575;38.4713;1.636;0.047;6.921;0.037;-0.003;0.072;2.832;0.163;241;-1.39612;0.16891;1.45948;0.16786;0.14838;0.03083;2.02636;0.08242;903;180;0.60166;0.69952;0.26751;;;0.28189;0.10015
NGC_6939;307.937;60.6499;1.719;0.04;9.183;0.017;-0.007;0.036;1.397;0.034;797;-1.66627;0.66181;1.81107;0.1587;0.04808;0.02733;2.21489;0.10993;2031;406;0.59348;0.69399;0.26707;1.14669;3.58803;0.17915;3e-05
NGC_6940;308.5568;28.3041;1.0;0.009;9.022;0.017;0.008;0.045;0.709;0.055;715;-1.19297;0.30907;2.26511;0.21701;-0.09742;0.02519;2.01298;0.04708;1393;278;0.49231;0.68548;0.23586;1.27642;8.02996;0.25631;0.0
NGC_6991;313.7985;47.2687;0.551;0.01;9.157;0.013;0.07;0.032;0.32;0.052;332;-1.1596;0.32152;1.72594;0.18561;-0.12442;0.03019;1.79833;0.04235;672;134;0.58735;0.69392;0.24761;1.40022;9.33495;0.341;0.0
NGC_6997;314.1423;44.6326;0.857;0.013;8.631;0.081;0.124;0.088;2.038;0.092;248;-1.78369;0.28331;1.74502;0.17742;0.02352;0.02206;1.84975;0.05833;535;107;0.60484;0.67856;0.25074;1.04633;1.37754;0.17614;0.05115
NGC_7039;317.6554;45.5859;0.739;0.006;7.124;0.037;-0.031;0.051;0.517;0.079;165;-1.62085;0.31816;1.02474;0.36554;-0.2;0.05988;1.3274;0.08049;218;43;0.4;0.70787;0.23209;0.99095;2.12177;0.1779;0.35331
NGC_7062;320.8567;46.3738;2.124;0.059;8.65;0.166;0.036;0.041;1.679;0.076;192;-1.38703;0.37193;1.82084;0.28691;-0.00115;0.03819;1.70137;0.0773;568;113;0.58333;0.63462;0.25798;1.09112;2.36344;0.22576;0.02504
NGC_7063;321.1081;36.4906;0.656;0.003;8.187;0.169;0.002;0.025;0.325;0.039;79;-1.30406;0.61843;1.04337;0.29092;-0.09811;0.08865;1.348;0.13145;131;26;0.53165;0.4118;0.30815;1.10641;1.08142;0.27471;0.08067
NGC_7067;321.0723;48.0137;4.654;0.167;7.085;0.044;-0.083;0.047;2.565;0.034;105;-1.04192;0.27177;1.24337;0.31129;0.2;0.08133;1.80486;0.14013;701;140;0.6381;0.62234;0.2866;;;;
NGC_7082;322.1874;47.1038;1.295;0.016;8.225;0.099;0.028;0.065;0.985;0.052;451;-2.08602;0.25204;2.38706;0.24142;-0.0667;0.01884;1.85676;0.05084;847;169;0.45676;0.6059;0.2423;1.22732;5.98479;0.23339;1e-05
NGC_7086;322.6064;51.5921;1.555;0.025;7.741;0.23;-0.005;0.047;2.325;0.045;845;-1.88799;0.20815;1.89164;0.16028;0.03201;0.01946;2.25799;0.06044;2152;430;0.6;0.66229;0.25274;1.4602;3.71405;0.13932;0.00199
NGC_7092;322.8179;48.2639;0.327;0.023;8.565;0.142;0.179;0.132;0.047;0.004;282;-1.59382;0.53291;0.85021;0.57971;-0.2;0.09417;1.47435;0.10733;331;66;0.37589;0.62459;0.23362;1.4196;5.28052;0.2891;0.00066
NGC_7128;325.991;53.7117;3.133;0.184;7.189;0.09;-0.046;0.031;2.941;0.031;249;-1.54877;0.25492;1.24693;0.19876;0.2;0.04321;2.03885;0.1202;1366;273;0.60241;0.62352;0.27616;;;;
NGC_7142;326.3063;65.757;2.168;0.069;9.502;0.031;-0.099;0.067;1.429;0.065;527;-0.16072;0.99754;1.79578;0.18345;-0.00757;0.05805;1.9488;0.0841;3434;686;0.71917;0.66219;0.26825;1.6312;5.10141;0.33868;0.0
NGC_7160;328.4459;62.5841;0.894;0.015;7.26;0.136;-0.036;0.055;1.188;0.079;69;-1.47318;0.23709;1.50322;0.38254;-0.19262;0.04827;1.17253;0.06778;205;41;0.7971;0.68815;0.23607;1.02357;1.03982;0.20238;0.51738
NGC_7209;331.1915;46.5209;1.178;0.017;8.625;0.095;0.048;0.064;0.699;0.089;410;-1.3171;0.37601;2.1028;0.28701;-0.04673;0.03488;1.89418;0.08294;1087;217;0.50244;0.61968;0.23211;1.33706;7.02632;0.23281;2e-05
NGC_7226;332.6055;55.395;4.098;0.25;8.591;0.311;-0.126;0.032;1.856;0.151;97;-1.81493;0.83041;1.60014;0.38346;0.14503;0.05007;1.72473;0.23;432;86;0.58763;0.68311;0.24664;;;;
NGC_7235;333.0843;57.2744;3.112;0.104;7.148;0.055;-0.125;0.038;2.702;0.03;308;-1.11327;0.23223;1.47581;0.21159;0.13337;0.04747;2.01997;0.12666;1635;327;0.44805;0.61455;0.26814;;;;
NGC_7243;333.7764;49.837;0.864;0.005;8.13;0.084;-0.004;0.037;0.803;0.042;371;-1.58348;0.198;2.36433;0.24041;-0.14158;0.02051;1.67917;0.03969;587;117;0.38275;0.52607;0.24656;1.10189;3.39326;0.14528;0.04271
NGC_7245;333.8087;54.3372;2.798;0.094;8.796;0.043;-0.085;0.033;1.288;0.074;522;-2.28948;0.52831;1.65815;0.1759;0.03788;0.02658;2.06282;0.10409;1186;237;0.63602;0.63376;0.26959;1.23325;4.55327;0.24517;0.0
NGC_7296;336.9918;52.3319;2.41;0.058;8.4;0.176;-0.089;0.057;0.793;0.076;211;-2.01106;0.52478;1.55355;0.24275;0.03305;0.03796;1.84449;0.12405;642;128;0.54028;0.57248;0.263;1.67885;3.91729;0.32359;5e-05
NGC_7423;343.7852;57.0933;3.688;0.125;9.124;0.042;-0.186;0.059;2.111;0.098;240;-2.5822;1.46805;1.62208;0.18444;0.11605;0.03529;2.08226;0.29385;776;155;0.80833;0.76736;0.28671;;;0.4181;0.09979
NGC_743;29.5908;60.1331;1.045;0.025;7.823;0.304;0.001;0.055;1.768;0.089;77;-1.94908;0.42584;1.37749;0.31383;0.01777;0.04463;1.54888;0.11172;178;35;0.67532;0.57795;0.23557;1.22811;1.66916;0.18769;0.51628
NGC_744;29.6555;55.4796;1.265;0.026;8.343;0.135;-0.046;0.041;1.268;0.112;129;-1.51319;0.50189;2.21429;0.44258;0.01204;0.04209;1.67217;0.13341;315;63;0.52713;0.59651;0.20233;1.36121;1.28271;0.15441;0.51859
NGC_7510;347.7746;60.5894;2.95;0.115;7.02;0.031;-0.187;0.056;3.065;0.038;481;-1.13481;0.16524;1.85802;0.27022;0.12583;0.03904;2.17257;0.07601;2997;599;0.73181;0.70225;0.24897;;;;
NGC_7762;357.3992;68.0458;0.931;0.014;9.206;0.024;-0.052;0.051;2.543;0.04;491;-2.94781;0.96977;1.71415;0.12501;0.11735;0.01731;2.46201;0.17612;1394;278;0.6558;0.71479;0.25256;1.18664;3.00478;0.16339;0.00574
NGC_7790;354.3582;61.2169;2.853;0.074;7.457;0.295;-0.109;0.048;1.931;0.033;369;-1.66282;0.26095;1.6712;0.21389;0.09764;0.03196;2.07218;0.09567;1273;254;0.47425;0.60616;0.27833;0.99877;5.91121;0.18652;0.08554
NGC_886;35.7879;63.8207;0.988;0.013;8.51;0.11;-0.017;0.077;1.825;0.082;224;-1.49548;0.37535;2.08716;0.25791;-0.05621;0.0322;1.7342;0.0787;613;122;0.63839;0.7691;0.25431;1.123;4.71547;0.2083;0.01314
NGC_957;38.3705;57.5497;2.05;0.07;7.375;0.079;-0.029;0.052;2.291;0.014;552;-1.42264;0.20146;1.73459;0.20728;0.05749;0.03086;2.13163;0.08129;2071;414;0.58152;0.66122;0.268;1.40625;4.41725;0.192;0.00894
Patchick_3;79.1101;45.5825;1.587;0.049;9.141;0.037;-0.123;0.074;1.365;0.081;77;-3.0;2.65107;1.71937;0.2643;0.12303;0.05165;1.85575;0.54973;213;42;0.68831;0.70495;0.22685;1.6919;1.39512;0.39247;0.03502
Pismis_11;138.9667;-50.0076;2.211;0.19;6.833;0.101;0.006;0.13;3.411;0.085;68;-1.32005;0.21777;2.40552;0.80237;0.14617;0.04718;1.67125;0.0997;467;93;0.80882;0.70411;0.16363;;;;
Pismis_12;140.0067;-45.1311;2.099;0.09;9.072;0.041;-0.128;0.081;2.022;0.119;281;-1.41152;0.57579;1.94637;0.2237;0.03421;0.03142;1.85632;0.09405;911;182;0.64769;0.67928;0.25586;1.28506;2.2192;0.19448;0.02754
Pismis_15;143.6816;-48.0463;2.089;0.103;9.091;0.049;-0.042;0.048;2.183;0.048;193;-2.16342;0.97081;1.63294;0.19834;0.09921;0.03247;1.92848;0.18875;554;110;0.62694;0.6424;0.27445;1.27803;1.79985;0.21097;0.09095
Pismis_27;92.7173;20.62;1.763;0.067;6.948;0.023;-0.098;0.057;2.161;0.196;63;-1.60816;0.25233;1.8728;0.34709;0.02455;0.03559;1.43308;0.08101;205;41;0.74603;0.76374;0.21628;1.37283;1.11705;0.26064;0.32925
Pismis_4;128.8007;-44.4462;0.677;0.003;8.306;0.058;-0.051;0.025;0.207;0.028;137;-2.13578;0.62627;1.32249;0.29855;-0.05107;0.05031;1.54473;0.12028;235;47;0.45255;0.5668;0.23702;1.19622;3.55058;0.22147;0.0753
Pismis_5;129.3686;-39.6462;0.905;0.011;7.002;0.087;-0.051;0.058;1.586;0.122;201;-1.59566;0.19591;1.87341;0.29049;-0.2;0.02938;1.37069;0.05276;332;66;0.66667;0.72733;0.22001;1.06545;2.28093;0.11378;0.71518
Pismis_8;130.4128;-46.2724;1.747;0.072;7.146;0.131;-0.037;0.123;2.227;0.059;78;-1.73509;0.41254;1.28454;0.2869;0.12316;0.04991;1.62109;0.13416;250;50;0.61538;0.691;0.2527;1.14527;1.00954;0.46133;0.02265
Pismis_Moreno_1;334.6217;63.2209;0.894;0.016;7.046;0.127;0.054;0.091;1.898;0.049;57;-1.3495;0.27412;1.72937;0.40645;-0.2;0.04887;1.13364;0.07912;164;32;0.61404;0.73298;0.23198;1.00108;1.05572;0.31439;0.10037
Platais_8;137.2215;-58.3813;0.135;0.001;7.709;0.05;0.153;0.037;0.055;0.063;165;-1.32708;0.62807;0.05919;0.32097;-0.2;0.2023;1.18179;0.15563;129;25;0.35758;0.57851;0.19413;1.13915;2.29293;0.19504;0.36426
Platais_9;139.4009;-43.8957;0.187;0.002;7.836;0.071;-0.005;0.042;0.253;0.092;174;-1.46328;0.50445;0.13866;0.38546;-0.2;0.14972;1.20671;0.12744;136;27;0.23563;0.57759;0.23601;1.09105;4.27594;0.19061;0.40665
Pozzo_1;122.3438;-47.3146;0.343;0.008;7.105;0.074;-0.042;0.044;0.269;0.059;668;-1.1162;0.30115;0.01648;0.27706;-0.2;0.15483;1.64677;0.10563;610;122;0.23353;0.69913;0.24298;1.15546;3.58429;0.07278;0.84385
RSG_1;75.5537;37.4988;0.31;0.014;8.383;0.105;-0.101;0.068;0.736;0.069;151;-2.90204;1.78845;0.47125;0.37488;-0.07251;0.1157;1.41786;0.25753;179;35;0.49669;0.65889;0.20603;1.22882;3.9679;0.35166;0.01388
RSG_5;303.5534;45.6018;0.329;0.01;7.758;0.03;0.077;0.054;0.069;0.006;309;-1.61568;0.67192;0.18933;0.38708;-0.2;0.1523;1.42434;0.14786;259;51;0.40777;0.67087;0.22177;1.11459;4.22408;0.145;0.38919
Roslund_3;299.6941;20.5111;1.617;0.028;8.02;0.075;0.112;0.08;1.149;0.059;183;-1.52326;0.27965;1.8407;0.31683;-0.03686;0.03678;1.62667;0.06933;496;99;0.57923;0.59557;0.2341;1.39609;3.29558;0.24249;0.00824
Roslund_5;302.636;33.7857;0.533;0.001;8.333;0.138;0.049;0.015;0.353;0.023;238;-1.88084;0.44239;1.08524;0.60818;-0.2;0.0673;1.44526;0.08117;346;69;0.60924;0.76134;0.22519;1.11232;6.11676;0.23205;0.02506
Roslund_6;306.7021;39.6764;0.347;0.004;8.514;0.102;0.07;0.016;0.062;0.006;405;-1.32218;0.73903;0.33251;0.4107;-0.2;0.1642;1.64433;0.12844;502;100;0.53086;0.69018;0.21408;1.05557;5.19139;0.10103;0.41106
Roslund_7;313.1984;37.8073;1.219;0.02;8.034;0.163;-0.009;0.07;1.127;0.064;306;-1.84071;0.27015;1.89316;0.2479;-0.05065;0.02684;1.77671;0.06277;617;123;0.58497;0.68186;0.24347;1.15477;11.03114;0.14166;0.08094
Ruprecht_1;99.0778;-14.163;1.459;0.02;8.685;0.077;-0.065;0.059;0.736;0.078;191;-1.72605;0.47856;1.50468;0.20921;0.01592;0.03666;1.70998;0.10439;403;80;0.5288;0.59322;0.25738;1.31722;4.16785;0.26085;0.00283
Ruprecht_105;188.7075;-61.5584;1.858;0.075;8.179;0.27;0.112;0.095;1.959;0.171;163;-1.5434;0.34908;2.04309;0.28199;0.0365;0.03221;1.74245;0.10351;540;108;0.55215;0.66424;0.24477;1.32233;5.21087;0.38984;0.00013
Ruprecht_107;199.9324;-64.9404;3.26;0.084;8.09;0.223;0.131;0.03;1.652;0.09;167;-1.9268;0.5953;1.44219;0.27696;0.13686;0.04723;1.97092;0.20386;533;106;0.67066;0.67314;0.26687;;;0.48551;0.08932
Ruprecht_108;203.003;-58.511;0.961;0.013;8.242;0.193;-0.111;0.056;0.804;0.067;50;-2.41523;0.39428;1.56161;0.22775;-0.01479;0.02732;1.30612;0.0752;83;16;0.5;0.47248;0.24015;1.75079;1.96375;0.36;0.0779
Ruprecht_111;219.013;-59.9733;1.388;0.025;9.058;0.043;0.035;0.062;1.706;0.115;245;-1.61887;0.61569;1.58069;0.22175;0.05452;0.03487;1.88859;0.1077;740;148;0.66122;0.68196;0.26627;1.13604;1.98654;0.27541;0.00059
Ruprecht_119;247.0378;-51.5041;1.882;0.04;7.997;0.16;0.18;0.05;1.972;0.083;331;-1.84016;0.274;2.05712;0.2547;0.04222;0.02579;2.00613;0.07595;874;174;0.60725;0.69033;0.25737;1.20628;3.21885;0.21571;0.01355
Ruprecht_120;248.7919;-48.2856;1.755;0.082;7.391;0.385;0.177;0.057;2.407;0.081;55;-2.74133;0.97623;0.9528;0.31816;0.12996;0.048;1.60891;0.23514;221;44;0.6;0.67165;0.26782;0.92527;0.97447;0.28889;0.43447
Ruprecht_127;264.4668;-36.3057;2.137;0.084;7.125;0.064;0.153;0.04;2.989;0.044;165;-1.13982;0.30526;1.67127;0.31365;0.1065;0.05757;1.80485;0.15177;913;182;0.64242;0.69785;0.27407;;;;
Ruprecht_128;266.0588;-34.8722;1.702;0.109;8.716;0.422;0.134;0.097;2.759;0.149;311;-2.20313;0.71679;1.69321;0.18514;0.13661;0.0327;2.1553;0.20483;846;169;0.6881;0.73416;0.26541;1.67854;2.07309;0.29484;0.03853
Ruprecht_145;282.6172;-18.2013;0.588;0.001;8.985;0.02;0.062;0.039;0.691;0.073;265;-1.65978;0.45321;1.91475;0.24618;-0.06475;0.03101;1.78534;0.0699;496;99;0.53962;0.67119;0.21602;1.32645;4.55717;0.22773;0.00181
Ruprecht_148;71.657;44.7159;3.009;0.248;7.439;0.266;-0.14;0.063;2.292;0.071;97;-1.66145;0.28446;1.30675;0.22422;0.11327;0.04191;1.63876;0.10637;388;77;0.63918;0.60006;0.26649;1.15977;2.01979;0.31502;0.53058
Ruprecht_16;110.7985;-19.4735;2.61;0.095;8.37;0.107;-0.046;0.043;1.027;0.05;121;-2.35058;0.65564;1.49442;0.3052;0.04415;0.04069;1.6547;0.14569;369;73;0.44628;0.58324;0.27714;1.14619;4.2975;0.30358;0.01679
Ruprecht_171;278.0051;-16.0778;1.468;0.028;9.482;0.017;0.07;0.048;0.934;0.035;833;-1.60841;0.93128;1.91575;0.12464;0.01878;0.02491;2.21371;0.09573;2687;537;0.63986;0.62669;0.24489;1.20218;3.27741;0.14623;0.00029
Ruprecht_18;111.1584;-26.23;2.305;0.07;8.16;0.198;-0.053;0.052;2.127;0.057;375;-1.63239;0.30596;2.0061;0.24449;0.02044;0.02867;1.97639;0.08065;1263;252;0.63733;0.74174;0.26087;1.21334;3.2632;0.15396;0.07849
Ruprecht_19;111.4636;-21.8184;1.371;0.023;7.931;0.125;-0.048;0.031;0.344;0.031;100;-1.81787;0.41848;1.17652;0.28774;-0.00649;0.05121;1.4571;0.11282;217;43;0.53;0.50448;0.27573;1.08946;4.64126;0.20634;0.20165
Ruprecht_25;114.1863;-23.3838;5.623;0.188;8.933;0.066;-0.366;0.041;1.859;0.099;54;-1.0702;2.88105;1.03252;0.25107;0.12098;0.19361;1.3998;0.73388;400;80;0.74074;0.60477;0.29312;;;;
Ruprecht_28;114.897;-30.9305;3.679;0.24;9.413;0.099;-0.045;0.052;0.901;0.147;214;-2.88749;2.86045;1.52695;0.20151;0.09319;0.03153;2.10786;0.36158;707;141;0.78037;0.56614;0.27683;1.17354;3.68894;0.23634;0.02253
